"","beer_beerid","beer_name","beer_abv","brewery_name","review_overall","review_aroma","review_appearance","review_palate","review_taste","n_reviews","beer_style"
"5753",33565,"Washington's Porter",6.35,"Williamsburg AleWerks",3.85483870967742,3.96774193548387,3.8494623655914,3.7741935483871,3.88172043010753,93,"Porter"
"5754",33580,"Schlägl Kristall",5.6,"Stiftsbrauerei Schlägl",3.4375,3.375,3.5,3.375,3.375,8,"Lager"
"5755",33584,"Amstel (Pure Filtered)",4.7,"Amstel Brouwerij B. V.",2.5,2.4,2.9,2.2,2,5,"Lager"
"5756",33585,"Deep South Pale Ale (Reb Ale)",5.21,"Lazy Magnolia Brewing Company",3.44444444444444,3.14814814814815,3.57407407407407,3.40740740740741,3.30555555555556,54,"APA"
"5757",33588,"Riedenburger Pils Organic",4.7,"Riedenburger Brauhaus",3,3.33333333333333,3.33333333333333,3,2.66666666666667,6,"Pilsener"
"5758",33589,"Captain Kick Ass",7,"Piece Brewery & Pizzeria",4.07142857142857,4.14285714285714,3.92857142857143,4.14285714285714,4.35714285714286,7,"IPA"
"5759",33609,"St. Peter's India Pale Ale",4.9,"St. Peter's Brewery Co Ltd",3.47282608695652,3.20923913043478,3.60597826086957,3.46195652173913,3.41032608695652,184,"IPA"
"5760",33610,"Drake Tail India Pale Ale",7.5,"Williamsburg AleWerks",3.64189189189189,3.57432432432432,3.83783783783784,3.66216216216216,3.69594594594595,74,"IPA"
"5761",33624,"Hoppin' To Heaven IPA",6.8,"Hoppin' Frog Brewery",3.88785046728972,3.85280373831776,3.97429906542056,3.83644859813084,3.83644859813084,214,"IPA"
"5762",33629,"Black Flag Imperial Stout",11,"Beer Valley Brewing Co.",3.69291338582677,3.89370078740157,4.0511811023622,3.82283464566929,3.84645669291339,127,"Stout"
"5763",33632,"Front Street Port City IPA",6.5,"Front Street Brewery",4,3.71428571428571,3.78571428571429,3.85714285714286,3.92857142857143,7,"IPA"
"5764",33639,"Cocoa Porter Winter Warmer",5.7,"Tommyknocker Brewery",3.20526315789474,3.46052631578947,3.35789473684211,3.12894736842105,3.19473684210526,190,"Porter"
"5765",33644,"B.O.R.I.S. The Crusher Oatmeal-Imperial Stout",9.4,"Hoppin' Frog Brewery",4.17386091127098,4.1636690647482,4.15167865707434,4.29076738609113,4.31294964028777,834,"Stout"
"5766",33646,"Hop Heaven 2006 (JLS Release #19)",NA,"Rogue Ales",4.10714285714286,4.10714285714286,4,4,4.14285714285714,14,"APA"
"5767",33670,"Stateside IPA",7,"Mikkeller ApS",3.94318181818182,3.98295454545455,4.03977272727273,3.9375,3.90909090909091,176,"IPA"
"5768",33672,"Four Horsemen #1: Stephano's Stout",6,"The Defiant Brewing Company",4.58333333333333,4,4,4.16666666666667,4.16666666666667,6,"Stout"
"5769",33676,"Copacetic IPA",5.8,"Amnesia Brewing",4.14285714285714,4,3.96428571428571,4.21428571428571,4.17857142857143,14,"IPA"
"5770",33700,"Winter Ale Special Edition 2006-07",7,"Mendocino Brewing Company",3.77777777777778,3.72222222222222,4,3.80555555555556,3.91666666666667,18,"Stout"
"5771",33724,"Hophead Organic IPA",5,"Brew Moon Brewing Co.",3.58333333333333,3.25,3.66666666666667,3.5,3.41666666666667,6,"APA"
"5772",33729,"Fish Tale Poseidon's Imperial Stout (Barrel Aged)",10,"Fish Brewing Company / Fishbowl Brewpub",4.38095238095238,4.35714285714286,4.28571428571429,4.5,4.45238095238095,21,"Stout"
"5773",33762,"Orange Grove Ale",NA,"Craftsman Brewing Co.",4.08333333333333,3.91666666666667,4,4,4,6,"APA"
"5774",33770,"Michelob Celebrate Chocolate Lager",8.5,"Anheuser-Busch",2.53636363636364,2.93636363636364,3.12727272727273,2.85454545454545,2.69090909090909,55,"Lager"
"5775",33782,"Mickey Finn's Amber Ale",5.6,"Mickey Finn's Brewery",3.71875,3.46875,3.96875,3.53125,3.53125,16,"Red Ale"
"5776",33785,"WinterCoat Cockney Imperial Stout",8.4,"WinterCoat",3.85714285714286,3.5,3.89285714285714,3.75,3.64285714285714,14,"Stout"
"5777",33792,"St. Georgenbräu Helles Vollbier",4.6,"St. Georgenbräu",4,3.7,3.8,3.9,3.9,5,"Lager"
"5778",33794,"Cheetah Lager",4.8,"Cool Beer Brewing Co.",2.5,2.7,2.9,2.7,2.5,5,"Lager"
"5779",33795,"Double Haul IPA",6.5,"Kettle House Brewing Co.",3.65,3.5,3.825,3.65,3.5375,40,"IPA"
"5780",33801,"Monster Mash Porter",8.1,"New Old Lompoc Brewery",3.83333333333333,3.73333333333333,3.7,3.93333333333333,3.86666666666667,15,"Porter"
"5781",33810,"Altenmünster Winterbier Dunkel",5.5,"Allgäuer Brauhaus AG",3,3,3.54545454545455,2.86363636363636,2.95454545454545,11,"Lager"
"5782",33812,"Jagged Little Pilsner",NA,"Back Street Brewery",3.25,3,3.25,3.4375,3.1875,8,"Pilsener"
"5783",33814,"606 Ale",5.4,"Paddock Wood Brewing Co.",3.87837837837838,3.66216216216216,3.60810810810811,3.62162162162162,3.71621621621622,37,"IPA"
"5784",33820,"Clotworthy Dobbin",5,"Whitewater Brewing Co",4.15,4.1,3.9,3.95,3.9,10,"Red Ale"
"5785",33830,"Sol Light",3.9,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",2.66666666666667,1.66666666666667,2.25,1.91666666666667,2,6,"Lager"
"5786",33834,"Fuel",10,"Capitol City Brewing",4.2,4.3,3.95,4.1,4.05,10,"Stout"
"5787",33844,"Facelift IPA",6.2,"Gardner Ale House",3.95454545454545,3.63636363636364,3.86363636363636,3.95454545454545,3.90909090909091,11,"IPA"
"5788",33847,"Naked Stout",3.9,"Gardner Ale House",4.125,4.1875,3.8125,3.75,4.125,8,"Stout"
"5789",33848,"Freiberger Premium-Pils",4.9,"Freiberger Brauhaus AG",4,3.7,3.5,3.3,3.9,5,"Pilsener"
"5790",33859,"Celebration Stout",7,"The Porterhouse Brewing Company",4.20588235294118,4.23529411764706,4.02941176470588,4.14705882352941,4.35294117647059,17,"Stout"
"5791",33865,"Red Hill Imperial Stout",8.1,"Red Hill Brewery",3.97368421052632,3.84210526315789,4,3.71052631578947,3.86842105263158,19,"Stout"
"5792",33868,"Brewer's Cave Golden Caramel Lager (Blue Diamond Brewing Company)",NA,"Cold Spring Brewing Co.",3,2.77272727272727,2.77272727272727,3.27272727272727,2.90909090909091,11,"Lager"
"5793",33870,"Herold Golden Revolution",9,"Pivovar Herold B&#345;eznice A.s.",2.95161290322581,3.35483870967742,3.48387096774194,3.09677419354839,3.01612903225806,31,"Lager"
"5794",33884,"Egger Märzenbier",5.2,"Privatbrauerei Fritz Egger GmbH & Co",2.75,3.25,3.33333333333333,2.58333333333333,2.5,6,"Lager"
"5795",33894,"Schlafly Reserve - Imperial Stout",10.5,"Saint Louis Brewery / Schlafly Tap Room",3.94631901840491,4.06748466257669,3.89110429447853,3.86349693251534,4.13650306748466,326,"Stout"
"5796",33907,"Kosacken",7.5,"Hantverksbryggeriet AB",3.59375,3.71875,4,3.65625,3.5,16,"Stout"
"5797",33922,"Trio Brouwerij Extra Stout",6.5,"Oranjeboom Bierbrouwerij B. V.",3.5,3.25,3.16666666666667,3.16666666666667,3.25,6,"Stout"
"5798",33923,"North Star",4,"Guinness Ltd.",3.88888888888889,3.16666666666667,3.94444444444444,3.5,3.27777777777778,9,"Stout"
"5799",33929,"Black Hole",13.1,"Mikkeller ApS",3.48366013071895,3.92156862745098,3.89052287581699,3.65032679738562,3.70915032679739,306,"Stout"
"5800",33930,"Centennial Single Hop IPA",6.8,"Mikkeller ApS",3.91333333333333,4.02,4.05333333333333,3.89333333333333,3.89333333333333,75,"IPA"
"5801",33935,"Ølfabrikken Gammel Ekstra Porter",8.5,"Ølfabrikken",4.2,4.1,4.4,4.5,4.4,5,"Porter"
"5802",33941,"Ølfabrikken ØL (Russian Imperial Chocolate Stout)",10,"Ølfabrikken",3.9375,4.0625,4.1875,4.0625,3.875,8,"Stout"
"5803",33943,"Big City Lager",NA,"City Brewing Company, LLC",2.33333333333333,1.5,2.58333333333333,2.33333333333333,2.08333333333333,6,"Lager"
"5804",33993,"Christmas Ale 2006",NA,"Abita Brewing Co.",3.42105263157895,3.36842105263158,3.63157894736842,3.28947368421053,3.21052631578947,19,"Red Ale"
"5805",34012,"HUGE Large ""Sound Czech"" Pilsner",5,"Russian River Brewing Company",3.86111111111111,3.66666666666667,3.69444444444444,3.75,3.86111111111111,18,"Pilsener"
"5806",34017,"Dunkel Lager",5.3,"Sly Fox Brewing Company",3.8375,3.375,3.6125,3.4625,3.5125,40,"Lager"
"5807",34018,"Dunkel Lager",5.3,"Sly Fox Brewing Company",3.7887323943662,3.52816901408451,3.66197183098592,3.69718309859155,3.57746478873239,71,"Lager"
"5808",34026,"Staircase Porter",5.5,"Bright Brewery",3.28571428571429,3.57142857142857,3.71428571428571,3.28571428571429,3.07142857142857,7,"Porter"
"5809",34031,"Evolution IPA",7.1,"Golden City Brewery",4.16666666666667,4,3.8,3.9,4.03333333333333,15,"IPA"
"5810",34034,"Conductor Imperial India Pale Ale",8.5,"Steamworks Brewing Co.",3.91037735849057,3.9811320754717,3.99528301886792,3.83490566037736,3.97641509433962,106,"IPA"
"5811",34036,"Diamond Head Oatmeal Stout",5,"Howe Sound Inn & Brewing Company",4.10416666666667,3.85416666666667,4.22916666666667,3.8125,3.9375,24,"Stout"
"5812",34044,"Three Feet Deep",5.5,"Furthermore Beer",3.70560747663551,3.76635514018692,3.92523364485981,3.63084112149533,3.68691588785047,107,"Stout"
"5813",34061,"Michigan Brewing HopHead Switch",10.5,"Michigan Brewing Company",3.9,4.4,3.9,3.7,4.1,5,"IPA"
"5814",34079,"Ochakovo Premium Black Light",4.8,"Ochakovo",4.0625,3.625,3.6875,3.875,4,8,"Lager"
"5815",34085,"Green Flash Imperial India Pale Ale",9.4,"Green Flash Brewing Co.",3.97167487684729,4.13300492610837,4.12007389162562,4,4.03694581280788,812,"IPA"
"5816",34089,"Twain's Hell For Society Stout",NA,"Twain's Billiards and Tap",3.9,3.8,3.9,3.7,3.8,5,"Stout"
"5817",34090,"Bad Boy",9,"Alpine Beer Company",4.46835443037975,4.51898734177215,4.23417721518987,4.33544303797468,4.4746835443038,79,"IPA"
"5818",34094,"Older Viscosity",12,"Port Brewing Company / Pizza Port",4.10166358595194,4.39833641404806,4.03049907578558,4.11367837338262,4.40850277264325,541,"Stout"
"5819",34116,"Birra Del Borgo Re Porter",4.2,"Birra Del Borgo",3.57142857142857,3.85714285714286,4,3.78571428571429,3.85714285714286,7,"Porter"
"5820",34127,"Evolution",6.7,"Minneapolis Town Hall Brewery",4,4.09090909090909,4.13636363636364,3.95454545454545,4.09090909090909,11,"APA"
"5821",34131,"Schlitz Genuine Gold",5,"JOS. Schlitz Brewing Co. (Pabst)",2.25,2.1875,2.5,2,1.75,8,"Lager"
"5822",34136,"Blue Point Porter",NA,"Blue Point Brewing Company",3.41666666666667,3.5,3.91666666666667,3.33333333333333,3.58333333333333,6,"Porter"
"5823",34146,"Founders Double Trouble",9.4,"Founders Brewing Company",4.09664948453608,4.24183848797251,4.01116838487973,4.0803264604811,4.21907216494845,1164,"IPA"
"5824",34154,"Gordon Biersch Pilsner",5.3,"Gordon Biersch Brewery Restaurant",3.51333333333333,3.21333333333333,3.54,3.32,3.32666666666667,75,"Pilsener"
"5825",34176,"Winter Ale 2006-2007",7,"Mendocino Brewing Company",3.83333333333333,3.81666666666667,4.1,3.81666666666667,3.9,30,"Stout"
"5826",34185,"Pale Ale",NA,"South Shore Brewery",3.92857142857143,3.78571428571429,3.71428571428571,3.71428571428571,4,7,"APA"
"5827",34198,"Temporary Insanity Imperial Stout",8.8,"Blue & Gray Brewing Co.",3.34210526315789,3.36842105263158,3.71052631578947,3.63157894736842,3.39473684210526,19,"Stout"
"5828",34200,"Clancy's Red",5,"Moosehead Breweries Ltd.",2.77777777777778,2.77777777777778,3.27777777777778,2.72222222222222,2.55555555555556,9,"Lager"
"5829",34203,"Santa's Little Helper",10,"Port Brewing Company / Pizza Port",3.91888888888889,3.96555555555556,4.07222222222222,3.96444444444444,4.04333333333333,450,"Stout"
"5830",34244,"Cerveza Jerome Negra",6.5,"Cerveza Jerome",3.68965517241379,3.72413793103448,3.79310344827586,3.5,3.68965517241379,29,"Stout"
"5831",34257,"Redbridge",4,"Anheuser-Busch",2.92780748663102,2.90106951871658,3.24866310160428,2.90909090909091,2.88770053475936,187,"Lager"
"5832",34262,"Session Ale #06: The Bitter End 2006",NA,"East End Brewing Company",4.0625,4.125,4.3125,3.9375,4,8,"APA"
"5833",34289,"Black Bear Stout",NA,"Tahquamenon Falls Brewery & Pub",2.8,2.9,2.7,2.5,2.9,5,"Stout"
"5834",34307,"Struise Rosse",6,"De Struise Brouwers",3.83333333333333,3.86904761904762,3.8452380952381,3.67857142857143,3.72619047619048,42,"Red Ale"
"5835",34339,"Great Lakes Big Black Smoke",6.2,"Great Lakes Brewing Company",4.21739130434783,4,4.02173913043478,4.02173913043478,4.17391304347826,23,"Porter"
"5836",34352,"Pale Ale",NA,"Barrington Brewery & Restaurant",4,3.5625,3.75,3.625,3.8125,8,"APA"
"5837",34357,"Cambridge House Big Hoppy",10,"The Cambridge House Brewpub",4.4,4.45,4.2,4.2,4.55,10,"IPA"
"5838",34362,"Stoudt's Barrel Aged  Fat Dog (Imperial Oatmeal Stout)",9,"Stoudts Brewing Co.",4.21296296296296,4.11111111111111,4.32407407407407,4.10185185185185,4.33333333333333,54,"Stout"
"5839",34363,"Smoke Jumper Smoked Imperial Porter",9.2,"Left Hand Brewing Company",3.88505747126437,4.09770114942529,4.11494252873563,4.0632183908046,4.14655172413793,174,"Porter"
"5840",34366,"Full Suspension Pale Ale",4,"Squatters Pub Brewery",3.76595744680851,3.6063829787234,3.73404255319149,3.5,3.56382978723404,47,"APA"
"5841",34376,"Alberta Crude Oatmeal Stout",5.25,"Wild Rose Brewery & Taproom",4.19230769230769,3.88461538461538,4.26923076923077,3.92307692307692,4.11538461538461,13,"Stout"
"5842",34377,"Bourbon Barrel Aged Flying Buffalo Imperial Stout",12.5,"Big Rock Chop & Brewhouse",3.625,4.08333333333333,3.85416666666667,3.85416666666667,3.875,24,"Stout"
"5843",34400,"Vitale",5,"Le Grimoire",2.14285714285714,2.35714285714286,3.21428571428571,2.35714285714286,2.28571428571429,7,"APA"
"5844",34404,"Four Horsemen #2:  War",6.5,"The Defiant Brewing Company",4.3,3.9,4.1,4,4.2,5,"Stout"
"5845",34407,"Provo Girl Pilsner",4,"Squatters Pub Brewery",3.54838709677419,3.16129032258065,3.66129032258065,3.40322580645161,3.37096774193548,31,"Pilsener"
"5846",34409,"Saranac High Peaks Series Imperial IPA",8.5,"Matt Brewing Company",3.58565737051793,3.6792828685259,3.97211155378486,3.66334661354582,3.57370517928287,251,"IPA"
"5847",34413,"Pozharnik",10,"Pennichuck Brewing Company, Inc.",4.17045454545455,4.09659090909091,4.0625,4.01136363636364,4.15909090909091,88,"Stout"
"5848",34417,"Vienna Style Lager",4,"Squatters Pub Brewery",3.16666666666667,2.83333333333333,3.16666666666667,3.25,3.25,6,"Lager"
"5849",34418,"Captain Bastard's Oatmeal Stout",4,"Squatters Pub Brewery",3.36585365853659,3.48780487804878,3.65853658536585,3.20731707317073,3.32926829268293,41,"Stout"
"5850",34420,"The Abyss",11,"Deschutes Brewery",4.4507790368272,4.44334277620397,4.59348441926346,4.51310198300283,4.58817280453258,1412,"Stout"
"5851",34432,"Tuborg Pilsner",4.9,"Tuborg Deutschland GmbH",3.14285714285714,3.14285714285714,3.28571428571429,3.14285714285714,2.92857142857143,7,"Pilsener"
"5852",34436,"Stone IPA Double Dry Hopped",6.9,"Stone Brewing Co.",4.37078651685393,4.44943820224719,4.28651685393258,4.1685393258427,4.32022471910112,89,"IPA"
"5853",34438,"Stone Smoked Porter Brandy Barrel Aged",NA,"Stone Brewing Co.",4.33333333333333,4.41666666666667,4.25,4,4.41666666666667,6,"Porter"
"5854",34439,"Stone 10th Anniversary IPA Double Dry Hopped",10,"Stone Brewing Co.",3.6,4.3,4.3,4.1,4.1,5,"IPA"
"5855",34456,"Stone Ruination IPA Double Dry Hopped",7.7,"Stone Brewing Co.",4.23076923076923,4.42307692307692,4.14102564102564,4.14102564102564,4.25641025641026,78,"IPA"
"5856",34462,"Ozujsko Pivo",5,"Zagrebaèka Pivovara D.d.",3.15853658536585,2.78048780487805,2.97560975609756,3.08536585365854,3.0609756097561,41,"Lager"
"5857",34467,"Ølfabrikken Rug IPA",7,"Ølfabrikken",3.83333333333333,3.66666666666667,3.75,3.58333333333333,3.83333333333333,6,"IPA"
"5858",34475,"Navigator 8.4",8.4,"Dutch Export Breweries",1.625,2,3.3125,2.0625,1.4375,8,"Lager"
"5859",34477,"Left End Pale Ale",NA,"Marin Brewing Company",4.5,4,4,4.1,4.3,5,"APA"
"5860",34483,"Ten FIDY",10.5,"Oskar Blues Grill & Brew",4.16541353383459,4.14112203585888,4.39676113360324,4.35049161364951,4.32041642567958,1729,"Stout"
"5861",34484,"Imperial Stout Trooper",9.2,"New England Brewing Co.",4.19408740359897,4.10539845758355,4.29562982005141,4.2172236503856,4.25835475578406,389,"Stout"
"5862",34495,"Stone Levitation Ale Double Dry Hopped",4.4,"Stone Brewing Co.",3.70833333333333,3.83333333333333,3.70833333333333,3.33333333333333,3.58333333333333,12,"Red Ale"
"5863",34509,"Tropical Pils",4.7,"Compañía Cervecera De Canarias, S.A.",2.3,2.2,2.2,2.5,2.5,5,"Lager"
"5864",34511,"Dorada Pilsen",4.7,"Compañía Cervecera De Canarias, S.A.",2.6,2.4,2.8,2.4,2.4,5,"Lager"
"5865",34524,"Great Lakes Rubicon",5.8,"Great Lakes Brewing Company",3.92857142857143,3.57142857142857,3.64285714285714,3.64285714285714,3.78571428571429,7,"Red Ale"
"5866",34544,"Narragansett Porter",7,"Narragansett Brewing Co.",3.87745098039216,3.47058823529412,4.0343137254902,3.65196078431373,3.72058823529412,102,"Porter"
"5867",34549,"Glutaner Sorghum-Based Premium Pilsener",4.7,"Brouwerij Huyghe",2,2.08333333333333,2.5,2.16666666666667,1.75,6,"Lager"
"5868",34559,"Black Demon Stout",5,"The Bear Brew Pub",3.78571428571429,3.5,3.78571428571429,3.57142857142857,3.57142857142857,7,"Stout"
"5869",34575,"Lubelska",6.2,"Perla Browary Lubelskie S.A.",3.1,2.8,3.2,3.2,2.8,5,"Pilsener"
"5870",34577,"Epiphany Ale",5.5,"Iron Springs Pub & Brewery",3.88888888888889,3.72222222222222,4,3.80555555555556,3.88888888888889,18,"Red Ale"
"5871",34585,"Big Black Mariah",7.5,"Piece Brewery & Pizzeria",4,3.73076923076923,4.03846153846154,4.11538461538461,4.15384615384615,13,"Porter"
"5872",34586,"Full Frontal Pale Ale",5.5,"Piece Brewery & Pizzeria",4.21875,4.09375,3.90625,3.875,4.125,16,"APA"
"5873",34603,"Imperial Steel Rail",8.5,"Berkshire Brewing Company Inc.",3.9,4.5,4.1,4.1,3.9,5,"APA"
"5874",34611,"Simeon Jones River Valley Amber Ale",4.5,"Picaroons Brewing Co.",2.55,3,3.7,2.6,2.6,10,"Red Ale"
"5875",34658,"W'07 Pale Ale",5.4,"Widmer Brothers Brewing Company",3.93181818181818,3.77272727272727,3.68181818181818,3.61363636363636,3.72727272727273,22,"APA"
"5876",34684,"Mule Kick Oatmeal Stout",5.9,"Anheuser-Busch",3.85,2.85,4,3.4,3.85,10,"Stout"
"5877",34687,"Edenton Coffee Stout",8,"Edenton Brewing Company",4.3,4.4,4.2,4.1,4.3,5,"Stout"
"5878",34688,"Long Hammer IPA",6.5,"Redhook Ale Brewery",3.34492481203007,3.16447368421053,3.30968045112782,3.18327067669173,3.13862781954887,1064,"IPA"
"5879",34691,"Xocolatl",5,"Paddock Wood Brewing Co.",3.91666666666667,3.875,3.95833333333333,3.70833333333333,3.83333333333333,12,"Porter"
"5880",34698,"American IPA",5,"Alandale Brewing Company",4.08333333333333,3.75,3.83333333333333,3.66666666666667,4.08333333333333,6,"IPA"
"5881",34700,"Vieux Montréal Rousse",5,"Brasserie BVM Inc.",3.1,3.2,3.2,2.8,2.7,5,"Red Ale"
"5882",34704,"Austin Amber Ale",NA,"Independence Brewing Co.",3.40909090909091,3.28787878787879,3.48484848484848,3.33333333333333,3.33333333333333,33,"Red Ale"
"5883",34712,"Oak-Aged Ebenezer's Brew",9,"Upstream Brewing Company - Old Market",3.83333333333333,4.33333333333333,4,3.5,4.08333333333333,6,"Stout"
"5884",34716,"Skol Beer",NA,"Turk Tuborg Brewing and Malting",2.73809523809524,2.42857142857143,2.66666666666667,2.47619047619048,2.26190476190476,21,"Lager"
"5885",34727,"MateVeza Organic Golden Ale",5,"Cervecería de MateVeza",3.17307692307692,3.49038461538462,3.47115384615385,3.23076923076923,3.21153846153846,52,"APA"
"5886",34733,"Barrel Aged Black Sun Stout",7.2,"Three Floyds Brewing Co. & Brewpub",3.9,4.3,4.15,3.95,4.2,10,"Stout"
"5887",34757,"Dry Dock USS Enterprise Strong Pale",NA,"Dry Dock Brewing Co.",4.35,4.1,4.15,4.15,4.15,10,"IPA"
"5888",34762,"Bollox!",7.8,"Dugges Ale- & Porterbryggeri AB",3.6,3.9,3.7,3.2,3.5,5,"IPA"
"5889",34764,"Craftsman Honest Ale",5,"Craftsman Brewing Co.",3.5,3.77777777777778,3.88888888888889,3.33333333333333,3.55555555555556,9,"APA"
"5890",34780,"Shakparo (Fire-Brewed African Style-Ale)",5.7,"Sprecher Brewing Company",2.97368421052632,3.16666666666667,3.07894736842105,3.14035087719298,3.00877192982456,57,"Red Ale"
"5891",34781,"Guinness Draught  Extra Cold",4.2,"Guinness Ltd.",3.58469945355191,3.30327868852459,4.12568306010929,3.18306010928962,3.23224043715847,183,"Stout"
"5892",34782,"Old Rasputin X Anniversary Barrel Aged Stout",11.7,"North Coast Brewing Co.",4.28048780487805,4.40243902439024,4.31707317073171,4.24390243902439,4.46341463414634,41,"Stout"
"5893",34789,"Retreating Darkness",4.5,"Minneapolis Town Hall Brewery",4.3,4.3,4.3,3.9,4.4,5,"Porter"
"5894",34791,"Bitter American",4.4,"21st Amendment Brewery",4.11842105263158,3.92105263157895,3.92763157894737,3.76973684210526,3.89802631578947,152,"APA"
"5895",34793,"Snow Beer",4.3,"China Resources Breweries Limited",2.66666666666667,1.91666666666667,2.08333333333333,2.33333333333333,2,12,"Lager"
"5896",34804,"Landshark Lager",4.7,"Margaritaville Brewing Co.",2.85443037974684,2.33417721518987,2.79113924050633,2.63544303797468,2.4873417721519,395,"Lager"
"5897",34806,"D'Ham Noire Sur Lie",5.5,"Les Brasseurs du Hameau",3.625,3.625,4.04166666666667,3.33333333333333,3.54166666666667,12,"Stout"
"5898",34807,"Pearl River Lager Beer",5.3,"Guangzhou Zhujiang Brewery Co. Ltd.",2.38461538461538,2.11538461538462,2.57692307692308,2.57692307692308,2.34615384615385,13,"Lager"
"5899",34808,"La Récidive",4.8,"Brasserie Dunham",3.68421052631579,3.68421052631579,4.07894736842105,3.47368421052632,3.47368421052632,19,"Stout"
"5900",34819,"Camel Toe Egyptian Pale Ale",9.8,"Piece Brewery & Pizzeria",4.04545454545455,4.06060606060606,3.87878787878788,3.95454545454545,4.1969696969697,33,"IPA"
"5901",34825,"Propeller Revolution",8,"Propeller Brewery",4.05555555555556,3.95833333333333,4.02777777777778,3.80555555555556,3.94444444444444,36,"Stout"
"5902",34834,"LongShot Dortmunder Style Export",5.5,"Boston Beer Company (Samuel Adams)",4.03333333333333,3.6,3.88809523809524,3.8547619047619,3.8452380952381,210,"Lager"
"5903",34850,"CoCoNut Porter",5.7,"Maui Brewing Co. (Brewpub)",4.07801418439716,4.05555555555556,3.94799054373522,3.87706855791962,4.0839243498818,423,"Porter"
"5904",34857,"Bison Organic IPA Single Hop Series - Summit Hop",6.8,"Bison Brewing",3.61538461538462,3.69230769230769,3.84615384615385,3.57692307692308,3.69230769230769,13,"IPA"
"5905",34871,"Oatmeal Stout",4.5,"Schooner's Grille & Brewery",4.3,4.3,4.4,4.3,4.2,5,"Stout"
"5906",34889,"Kingway 12",4.7,"Shenzhen Kingway Brewery",3.16666666666667,2.61111111111111,2.94444444444444,2.88888888888889,3.05555555555556,9,"Lager"
"5907",34893,"Imperial Espresso Porter",8,"Flying Fish Brewing Company",3.81578947368421,3.83771929824561,3.69736842105263,3.7280701754386,3.8859649122807,114,"Porter"
"5908",34903,"Ten FIDY - Cherry (Duplicate)",NA,"Oskar Blues Grill & Brew",4,4.16666666666667,4.25,4.08333333333333,4.58333333333333,6,"Stout"
"5909",34930,"Smoked Porter",6,"Bullfrog Brewery",4.125,4.1875,3.875,4.0625,4.1875,8,"Porter"
"5910",34948,"Carolina Groundhog Imperial Stout",8.5,"Carolina Brewing Company",4.01515151515152,4.03030303030303,3.95454545454545,4.21212121212121,4.10606060606061,33,"Stout"
"5911",34949,"Cottonwood High Cotton Hazelnut Stout",8.5,"Carolina Beer Company",3.675,4.175,3.925,3.7,3.825,20,"Stout"
"5912",34954,"Twain's Mad Happy Pale Ale",5.6,"Twain's Billiards and Tap",3.5,3.5625,4.0625,3.375,3.625,8,"APA"
"5913",34967,"60 Winks",5.8,"Magic Hat Brewing Company",3.41228070175439,3.12280701754386,3.18421052631579,3.29824561403509,3.17543859649123,57,"Pilsener"
"5914",34968,"Snapperhead IPA",6.8,"Butternuts Beer & Ale",3.37906137184116,3.08664259927798,3.56678700361011,3.37906137184116,3.16245487364621,277,"IPA"
"5915",34972,"Blue Point No Apologies Imperial IPA",10,"Blue Point Brewing Company",3.77380952380952,3.77380952380952,3.94047619047619,3.80952380952381,3.88095238095238,42,"IPA"
"5916",35000,"Bête Noire",5.4,"Paddock Wood Brewing Co.",3.67142857142857,3.7,3.9,3.57142857142857,3.77142857142857,35,"Stout"
"5917",35007,"Pale Ale",5,"Emerald Hill Brewery",3.9,3.7,3.8,3.9,3.7,5,"APA"
"5918",35015,"Victory At Sea (Barrel Aged) Imperial Porter",12.2,"Ballast Point Brewing Company",4.36764705882353,4.30882352941176,4.48529411764706,4.42647058823529,4.36764705882353,34,"Porter"
"5919",35028,"Flemish Sour",NA,"North by Northwest Restaurant & Brewery",3.65,3.95,3.85,3.6,3.85,10,"Red Ale"
"5920",35032,"Idjit!",9.5,"Dugges Ale- & Porterbryggeri AB",4.09090909090909,4.13636363636364,4.04545454545455,4.13636363636364,4.09090909090909,11,"Stout"
"5921",35035,"Obolon Oksamytove (Deep Velvet)",5.3,"Obolon Brewery",3.43421052631579,3.43421052631579,3.71052631578947,3.32894736842105,3.43421052631579,38,"Lager"
"5922",35061,"Copperhook",5.7,"Redhook Ale Brewery",3.48853211009174,3.17201834862385,3.41743119266055,3.33256880733945,3.23853211009174,218,"Red Ale"
"5923",35064,"Meta Export Lager",5,"Meta Abo Brewery - Ethiopia",3.73076923076923,3.23076923076923,3.30769230769231,3.38461538461538,3.61538461538462,13,"Lager"
"5924",35069,"High Roller IPA",6.75,"Big Boss Brewing",3.92307692307692,3.96153846153846,4.07692307692308,3.88461538461538,4.07692307692308,13,"IPA"
"5925",35079,"NZ Victory Hop Devil IPA",6.7,"1516 Brewing Company",4.15,4.1,4.25,4.15,4.2,10,"IPA"
"5926",35080,"Disporterly Conduct",5.2,"Ale Asylum",4,3.625,3.75,3.75,3.9375,8,"Porter"
"5927",35119,"New Holland Czarist",9,"New Holland Brewing Company",3.8,3.8,3.7,3.5,3.8,5,"Stout"
"5928",35137,"Post Coloniale",6,"Hopfenstark",3.95588235294118,3.64705882352941,3.89705882352941,3.83823529411765,3.73529411764706,34,"IPA"
